review_id,rule_id,rule_type,current_review_status,engine_status,review_reason,product_line,product_id,step_id,option_group,regions,strength,confidence,message,source_workbook,source_sheet,source_cell,normalized_payload,review_decision,final_rule_type,final_effect,reviewer,reviewed_at,review_notes
dt_review:0168,decision_tree:0168,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,8621930,Step 11b,Pick Table Bucky Type along with Table as required,,info,0.45,Focus Detector Use ONLY | Only select when use Focus detector,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C150,"{""message"": ""Focus Detector Use ONLY | Only select when use Focus detector""}",,note,info,,,
dt_review:0169,decision_tree:0169,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,8621948,Step 11b,Pick Table Bucky Type along with Table as required,,info,0.45,Focus Detector Use ONLY | Only select when use Focus detector,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C151,"{""message"": ""Focus Detector Use ONLY | Only select when use Focus detector""}",,note,info,,,
dt_review:0170,decision_tree:0170,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,8621955,Step 11b,Pick Table Bucky Type along with Table as required,,info,0.45,Focus Detector Use ONLY | Only select when use Focus detector,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C152,"{""message"": ""Focus Detector Use ONLY | Only select when use Focus detector""}",,note,info,,,
dt_review:0171,decision_tree:0171,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,8621963,Step 11b,Pick Table Bucky Type along with Table as required,,info,0.45,Focus Detector Use ONLY | Only select when use Focus detector,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C153,"{""message"": ""Focus Detector Use ONLY | Only select when use Focus detector""}",,note,info,,,
dt_review:0172,decision_tree:0172,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,,Step 11c,Table Options Selectable,,info,0.45,Step 11c | Table Options Selectable,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C155,"{""message"": ""Step 11c | Table Options Selectable""}",,note,info,,,
dt_review:0173,decision_tree:0173,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,6705065,Step 11c,Table Options Selectable,,info,0.45,"Compass Table Cable 30 extension bundle Cable 30 ft Power, Grounding, E-chain, CANBUS - 30 extension to Standard 35 ft cable",Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C158,"{""message"": ""Compass Table Cable 30 extension bundle Cable 30 ft Power, Grounding, E-chain, CANBUS - 30 extension to Standard 35 ft cable""}",,note,info,,,
dt_review:0174,decision_tree:0174,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,,Step 12,For Systems with a Table: Pick at least ONE Grid to match Detector Used,,info,0.45,Step 12 | For Systems with a Table: Pick at least ONE Grid to match Detector Used,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C160,"{""message"": ""Step 12 | For Systems with a Table: Pick at least ONE Grid to match Detector Used""}",,note,info,,,
dt_review:0175,decision_tree:0175,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,,Step 12,For Systems with a Table: Pick at least ONE Grid to match Detector Used,,info,0.45,(40LPcm = 103 LPI is standard in BMI) (44 l/cm is recommended for Focus Detectors),Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C162,"{""message"": ""(40LPcm = 103 LPI is standard in BMI) (44 l/cm is recommended for Focus Detectors)""}",,note,info,,,
dt_review:0176,decision_tree:0176,require,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,6576136,Step 13,"Automatic Exposure Control (AEC) option - May be factory installed or on-site after installation, System comes pre-wired for AEC",,hard_block,0.75,Required generator board for 1 or more AEC Chambers in use. | Only select for CGF Generator (Already exsit in the CGN generator),Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C172,"{""then"": {""requirement_text"": ""Required generator board for 1 or more AEC Chambers in use. | Only select for CGF Generator (Already exsit in the CGN generator)""}, ""when"": {""product_id"": ""6576136""}}",,require,hard_block,,,
dt_review:0177,decision_tree:0177,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,8622342,Step 14,Field Change Kits and Options- Kits that allow Changes,,info,0.45,Kit for Movement of Focus 43C Tray to Focus 35C Tray,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C178,"{""message"": ""Kit for Movement of Focus 43C Tray to Focus 35C Tray""}",,note,info,,,
dt_review:0178,decision_tree:0178,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,,Step 15a,Software Options for DRX -Plus Detectors,,info,0.45,Step 15a | Software Options for DRX -Plus Detectors,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C182,"{""message"": ""Step 15a | Software Options for DRX -Plus Detectors""}",,note,info,,,
dt_review:0179,decision_tree:0179,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,8622821,Step 15a,Software Options for DRX -Plus Detectors,,info,0.45,Availability Varies by Region & Detector Selection,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C184,"{""message"": ""Availability Varies by Region & Detector Selection""}",,note,info,,,
dt_review:0180,decision_tree:0180,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,8622912,Step 15a,Software Options for DRX -Plus Detectors,,info,0.45,8622912 | EVP PLUS FOR DRX-C/F,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C189,"{""message"": ""8622912 | EVP PLUS FOR DRX-C/F""}",,note,info,,,
dt_review:0181,decision_tree:0181,require,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,8622946,Step 15a,Software Options for DRX -Plus Detectors,,hard_block,0.75,Requires Motorized Alpha Rotation and Automatic collimator,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C192,"{""then"": {""requirement_text"": ""Requires Motorized Alpha Rotation and Automatic collimator""}, ""when"": {""product_id"": ""8622946""}}",,require,hard_block,,,
dt_review:0182,decision_tree:0182,region_allow,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,6703839,Step 15a,Software Options for DRX -Plus Detectors,china,hard_block,0.9,China ONLY at launch,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C199,"{""allowed_regions"": [""china""], ""source_text"": ""China ONLY at launch""}",,region_allow,hard_block,,,
dt_review:0183,decision_tree:0183,require,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,8623050,Step 15a,Software Options for DRX -Plus Detectors,,hard_block,0.75,Requires AutoCollimator and MC150 with Blade Feedback,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C200,"{""then"": {""requirement_text"": ""Requires AutoCollimator and MC150 with Blade Feedback""}, ""when"": {""product_id"": ""8623050""}}",,require,hard_block,,,
dt_review:0184,decision_tree:0184,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,8623118,Step 15a,Software Options for DRX -Plus Detectors,,info,0.45,8623118 | DR TQT ADDL SW ONLY FOR DRX-C/F,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C205,"{""message"": ""8623118 | DR TQT ADDL SW ONLY FOR DRX-C/F""}",,note,info,,,
dt_review:0185,decision_tree:0185,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,,Step 15b,Software Options for Focus Detectors & Focus HD Detector,,info,0.45,Step 15b | Software Options for Focus Detectors & Focus HD Detector,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C207,"{""message"": ""Step 15b | Software Options for Focus Detectors & Focus HD Detector""}",,note,info,,,
dt_review:0186,decision_tree:0186,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,8622862,Step 15b,Software Options for Focus Detectors & Focus HD Detector,us,info,0.45,Availability Varies by Region Currently Yes (OUS & C ) NO US & C,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C211,"{""message"": ""Availability Varies by Region Currently Yes (OUS & C ) NO US & C""}",,note,info,,,
dt_review:0187,decision_tree:0187,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,8622912,Step 15b,Software Options for Focus Detectors & Focus HD Detector,,info,0.45,8622912 | EVP PLUS FOR DRX-C/F,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C213,"{""message"": ""8622912 | EVP PLUS FOR DRX-C/F""}",,note,info,,,
dt_review:0188,decision_tree:0188,require,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,8622946,Step 15b,Software Options for Focus Detectors & Focus HD Detector,,hard_block,0.75,Requires Motorized Alpha Rotation and Automatic collimator,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C216,"{""then"": {""requirement_text"": ""Requires Motorized Alpha Rotation and Automatic collimator""}, ""when"": {""product_id"": ""8622946""}}",,require,hard_block,,,
dt_review:0189,decision_tree:0189,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,8622987,Step 15b,Software Options for Focus Detectors & Focus HD Detector,us,info,0.45,Availability Varies by Region Currently Yes (OUS & C ) NO US & C,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C218,"{""message"": ""Availability Varies by Region Currently Yes (OUS & C ) NO US & C""}",,note,info,,,
dt_review:0190,decision_tree:0190,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,8622995,Step 15b,Software Options for Focus Detectors & Focus HD Detector,us,info,0.45,Availability Varies by Region Currently Yes (OUS & C ) NO US & C,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C219,"{""message"": ""Availability Varies by Region Currently Yes (OUS & C ) NO US & C""}",,note,info,,,
dt_review:0191,decision_tree:0191,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,8623035,Step 15b,Software Options for Focus Detectors & Focus HD Detector,us,info,0.45,Availability Varies by Region Currently Yes (OUS & C ) NO US & C,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C222,"{""message"": ""Availability Varies by Region Currently Yes (OUS & C ) NO US & C""}",,note,info,,,
dt_review:0192,decision_tree:0192,region_allow,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,6703839,Step 15b,Software Options for Focus Detectors & Focus HD Detector,china,hard_block,0.9,China ONLY at launch,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C223,"{""allowed_regions"": [""china""], ""source_text"": ""China ONLY at launch""}",,region_allow,hard_block,,,
dt_review:0193,decision_tree:0193,require,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,8623050,Step 15b,Software Options for Focus Detectors & Focus HD Detector,,hard_block,0.75,Requires AutoCollimator and MC150 with Blade Feedback,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C224,"{""then"": {""requirement_text"": ""Requires AutoCollimator and MC150 with Blade Feedback""}, ""when"": {""product_id"": ""8623050""}}",,require,hard_block,,,
dt_review:0194,decision_tree:0194,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,8623076,Step 15b,Software Options for Focus Detectors & Focus HD Detector,us,info,0.45,Availability Varies by Region Currently Yes (OUS & C ) NO US & C,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C225,"{""message"": ""Availability Varies by Region Currently Yes (OUS & C ) NO US & C""}",,note,info,,,
dt_review:0195,decision_tree:0195,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,8623084,Step 15b,Software Options for Focus Detectors & Focus HD Detector,us,info,0.45,Availability Varies by Region Currently Yes (OUS & C ) NO US & C,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C227,"{""message"": ""Availability Varies by Region Currently Yes (OUS & C ) NO US & C""}",,note,info,,,
dt_review:0196,decision_tree:0196,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,,Step 16,Pick any of the following accessories for a DRX-Compass System,,info,0.45,Step 16 | Pick any of the following accessories for a DRX-Compass System,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C229,"{""message"": ""Step 16 | Pick any of the following accessories for a DRX-Compass System""}",,note,info,,,
dt_review:0197,decision_tree:0197,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,8622102,Step 16,Pick any of the following accessories for a DRX-Compass System,,info,0.45,For Manual Collimator / Not Auto Collimator has an internal Filter wheel | Must be selected when GCC Revisiong,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C231,"{""message"": ""For Manual Collimator / Not Auto Collimator has an internal Filter wheel | Must be selected when GCC Revisiong""}",,note,info,,,
dt_review:0198,decision_tree:0198,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,8622110,Step 16,Pick any of the following accessories for a DRX-Compass System,,info,0.45,For Manual Collimator / Not Auto Collimator has an internal Filter wheel | Must be selected when GCC Revisiong,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C232,"{""message"": ""For Manual Collimator / Not Auto Collimator has an internal Filter wheel | Must be selected when GCC Revisiong""}",,note,info,,,
dt_review:0199,decision_tree:0199,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,8615460,Step 16,Pick any of the following accessories for a DRX-Compass System,,info,0.45,Only for DRX detector,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C237,"{""message"": ""Only for DRX detector""}",,note,info,,,
dt_review:0200,decision_tree:0200,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,8618183,Step 16,Pick any of the following accessories for a DRX-Compass System,,info,0.45,Only for DRX detector,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C238,"{""message"": ""Only for DRX detector""}",,note,info,,,
dt_review:0201,decision_tree:0201,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,6701155,Step 16,Pick any of the following accessories for a DRX-Compass System,,info,0.45,For Focus and Focus HD detector,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C239,"{""message"": ""For Focus and Focus HD detector""}",,note,info,,,
dt_review:0202,decision_tree:0202,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,6701148,Step 16,Pick any of the following accessories for a DRX-Compass System,,info,0.45,Only for Focus detector,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C240,"{""message"": ""Only for Focus detector""}",,note,info,,,
dt_review:0203,decision_tree:0203,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,6705859,Step 16,Pick any of the following accessories for a DRX-Compass System,,info,0.45,Only for Focus HD detector,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C241,"{""message"": ""Only for Focus HD detector""}",,note,info,,,
